filename,test_stat,null_min,null_max,p_value,margin_used,outside_null,p_sig
rootedtree_1.txt,0.155358648,0.07159852117,0.119354464,0.0,0.011938985707499999,True,True
rootedtree_4.txt,0.4276039341,0.06045312825,0.1061037488,0.0,0.011412655137499998,True,True
rootedtree_6.txt,0.1246244572,0.07375837916,0.1083215286,0.0,0.008640787359999999,True,True
rootedtree_8.txt,0.6307115825,0.06507968644,0.1403539604,0.0,0.01881856849,True,True
rootedtree_10.txt,0.1285880254,0.06601341801,0.1118479911,0.0,0.0114586432725,True,True
rootedtree_11.txt,0.4759694281,0.0642889751,0.1092651017,0.0,0.01124403165,True,True
rootedtree_19.txt,0.3296678454,0.06511982129,0.1027083217,0.0,0.009397125102499997,True,True
rootedtree_24.txt,0.1353805058,0.06132426148,0.09824176946,0.0,0.009229376995,True,True
rootedtree_28.txt,0.1171813948,0.05548359875,0.09490317128,0.0,0.0098548931325,True,True
rootedtree_29.txt,0.1876438833,0.0772833934,0.1117744709,0.0,0.008622769375000002,True,True
rootedtree_31.txt,0.1700579937,0.07426786378,0.1131142421,0.0,0.00971159458,True,True
rootedtree_35.txt,0.3733776341,0.06729532346,0.09953905772,0.0,0.008060933565000001,True,True
rootedtree_37.txt,0.2128204344,0.07302669699,0.1072766351,0.0,0.0085624845275,True,True
rootedtree_40.txt,0.1453601096,0.07075508908,0.1166427875,0.0,0.011471924605,True,True
rootedtree_44.txt,0.2020934414,0.06986103671,0.112015161,0.0,0.0105385310725,True,True
rootedtree_45.txt,0.2732426464,0.07274570907,0.1098547766,0.0,0.0092772668825,True,True
rootedtree_46.txt,0.1708318795,0.07278116661,0.103830059,0.0,0.0077622230975,True,True
rootedtree_49.txt,0.516979351,0.0596662528,0.1180429828,0.0,0.0145941825,True,True
rootedtree_51.txt,0.3792422074,0.06083342052,0.1744985906,0.0,0.02841629252,True,True
rootedtree_57.txt,0.4456745358,0.06965563968,0.1184095528,0.0,0.012188478279999998,True,True
rootedtree_59.txt,0.3850051209,0.06750711114,0.1116674819,0.0,0.01104009269,True,True
rootedtree_61.txt,0.1989391564,0.07050899721,0.1110329434,0.0,0.010130986547500002,True,True
rootedtree_62.txt,0.2805017947,0.06778536117,0.1449149606,0.0,0.0192823998575,True,True
rootedtree_66.txt,0.1514693622,0.07018546874,0.1191404326,0.0,0.012238740964999998,True,True
rootedtree_67.txt,0.1193564864,0.06538959727,0.1073167804,0.0,0.010481795782500001,True,True
rootedtree_72.txt,0.1244457031,0.06576692138,0.1059531727,0.0,0.010046562830000001,True,True
rootedtree_74.txt,0.5696104121,0.05171110372,0.1312339728,0.0,0.019880717269999997,True,True
rootedtree_75.txt,0.1794867844,0.06386586312,0.1551756552,0.0,0.022827448020000002,True,True
rootedtree_76.txt,0.2225147393,0.07049747201,0.1090272188,0.0,0.0096324366975,True,True
rootedtree_79.txt,0.150796432,0.06981759893,0.1094089677,0.0,0.009897842192499999,True,True
rootedtree_85.txt,0.1508526963,0.0737649736,0.1204733214,0.0,0.011677086949999999,True,True
rootedtree_86.txt,0.1226773419,0.07753822973,0.1051207794,0.0,0.0068956374174999994,True,True
rootedtree_88.txt,0.1473971372,0.06283975657,0.1012865339,0.0,0.0096116943325,True,True
rootedtree_89.txt,0.1594305636,0.08095130132,0.1228869398,0.0,0.010483909619999999,True,True
rootedtree_93.txt,0.3725126605,0.06569388133,0.1261366001,0.0,0.0151106796925,True,True
rootedtree_94.txt,0.123286759,0.0690671928,0.1061996503,0.0,0.009283114375000002,True,True
rootedtree_96.txt,0.2653035823,0.06815829123,0.1023760257,0.0,0.0085544336175,True,True
rootedtree_99.txt,0.260318008,0.06040333515,0.09857252578,0.0,0.0095422976575,True,True
rootedtree_119.txt,0.4504519835,0.06590069016,0.1178763222,0.0,0.01299390801,True,True
rootedtree_125.txt,0.1197721834,0.0758788619,0.1093627872,0.0,0.008370981325000002,True,True
rootedtree_127.txt,0.1496757693,0.06626071953,0.1256803734,0.0,0.014854913467499998,True,True
rootedtree_128.txt,0.1216694627,0.06887558562,0.1073448085,0.0,0.00961730572,True,True
rootedtree_129.txt,0.3744319979,0.06885410408,0.1141364805,0.0,0.011320594104999998,True,True
rootedtree_131.txt,0.8954854548,0.06156831064,0.1580731058,0.0,0.02412619879,True,True
rootedtree_135.txt,0.1511821039,0.06877480393,0.105118573,0.0,0.009085942267500001,True,True
rootedtree_136.txt,1.901391139,0.03767577986,0.9544683693,0.0,0.22919814736,True,True
rootedtree_144.txt,0.4187161752,0.06915424983,0.1168565176,0.0,0.0119255669425,True,True
rootedtree_145.txt,0.1143435801,0.07795751722,0.1046072469,0.0,0.006662432420000003,True,True
rootedtree_157.txt,0.3435943059,0.06712753562,0.1048163491,0.0,0.00942220337,True,True
rootedtree_158.txt,0.1906446445,0.07943981904,0.116877784,0.0,0.00935949124,True,True
rootedtree_160.txt,0.1276785437,0.0756940115,0.111037893,0.0,0.008835970374999998,True,True
rootedtree_161.txt,0.3968491557,0.0660810037,0.1258204991,0.0,0.014934873850000002,True,True
rootedtree_165.txt,0.2665401683,0.06813623957,0.1164544935,0.0,0.0120795634825,True,True
rootedtree_166.txt,0.2980487502,0.06775392565,0.1109918856,0.0,0.0108094899875,True,True
rootedtree_167.txt,0.1365744937,0.07647317239,0.10731134,0.0,0.007709541902500002,True,True
rootedtree_169.txt,0.3581539021,0.06944196009,0.1055884487,0.0,0.0090366221525,True,True
rootedtree_171.txt,0.17420913,0.07237807333,0.1224742499,0.0,0.0125240441425,True,True
rootedtree_172.txt,0.1404885862,0.0665036549,0.1239222685,0.0,0.0143546534,True,True
rootedtree_173.txt,0.1930088299,0.07377026197,0.1198021222,0.0,0.0115079650575,True,True
rootedtree_177.txt,0.15858827,0.07436020626,0.117982058,0.0,0.010905462934999999,True,True
rootedtree_179.txt,0.1386716193,0.06358201753,0.1103640575,0.0,0.011695509992499999,True,True
rootedtree_184.txt,0.4018583131,0.06610415178,0.131018539,0.0,0.016228596805,True,True
rootedtree_185.txt,0.1149177679,0.06673927918,0.08836497131,0.0,0.0054064230325,True,True
rootedtree_191.txt,0.1511857008,0.07292954564,0.1143032456,0.0,0.010343424990000002,True,True
rootedtree_194.txt,0.126457841,0.06607661852,0.1116825383,0.0,0.011401479944999997,True,True
rootedtree_195.txt,0.1763878333,0.07546933443,0.129801598,0.0,0.013583065892499996,True,True
rootedtree_196.txt,0.1504248679,0.07710088325,0.1111229466,0.0,0.008505515837499998,True,True
rootedtree_197.txt,0.3509442493,0.06125456483,0.1350816169,0.0,0.018456763017500002,True,True
rootedtree_200.txt,0.1735161837,0.07288452962,0.112047968,0.0,0.009790859595,True,True
rootedtree_203.txt,0.470337145,0.06424832558,0.1379124906,0.0,0.018416041254999998,True,True
rootedtree_205.txt,0.1596614745,0.06895270532,0.1223935605,0.0,0.013360213794999999,True,True
rootedtree_208.txt,0.1414574624,0.07134378737,0.1078642877,0.0,0.009130125082500003,True,True
rootedtree_211.txt,0.2508402075,0.0624734368,0.1125496891,0.0,0.012519063075000001,True,True
rootedtree_213.txt,0.1531294732,0.06509878635,0.1066154768,0.0,0.010379172612499998,True,True
rootedtree_219.txt,0.1276232391,0.07078366129,0.1087497018,0.0,0.009491510127500002,True,True
rootedtree_220.txt,0.2322109611,0.06808434529,0.1089578782,0.0,0.010218383227499999,True,True
rootedtree_223.txt,0.1287471647,0.06439141907,0.1067679635,0.0,0.010594136107499999,True,True
rootedtree_225.txt,0.2881584661,0.07095006622,0.1206529416,0.0,0.012425718845,True,True
rootedtree_226.txt,0.1661348638,0.06930898734,0.115565983,0.0,0.011564248914999999,True,True
rootedtree_229.txt,0.1336239151,0.05413756464,0.1160859716,0.0,0.015487101740000002,True,True
rootedtree_234.txt,0.1649871056,0.07621727775,0.111908313,0.0,0.008922758812499997,True,True
rootedtree_236.txt,0.2353460859,0.06373283313,0.1234896998,0.0,0.014939216667500001,True,True
rootedtree_239.txt,0.1713310503,0.07769255892,0.1137011571,0.0,0.009002149545000001,True,True
rootedtree_241.txt,0.136856579,0.07465645979,0.105599427,0.0,0.007735741802499998,True,True
rootedtree_242.txt,0.3506065997,0.06763303999,0.1029263581,0.0,0.0088233295275,True,True
rootedtree_244.txt,0.09919106409,0.0553301644,0.0881775392,0.0,0.0082118437,True,True
rootedtree_249.txt,0.1364190928,0.06365538711,0.1122707851,0.0,0.0121538494975,True,True
rootedtree_250.txt,0.2130225986,0.07795267538,0.1103176124,0.0,0.008091234255,True,True
rootedtree_254.txt,0.1106965252,0.06623096743,0.09969365138,0.0,0.0083656709875,True,True
rootedtree_255.txt,0.1412153275,0.07028225527,0.1051818056,0.0,0.0087248875825,True,True
rootedtree_261.txt,0.401790327,0.06896753256,0.1072731526,0.0,0.00957640501,True,True
rootedtree_266.txt,0.5356692418,0.06824581829,0.1271960623,0.0,0.0147375610025,True,True
rootedtree_267.txt,2.200000039,0.04275053798,1.20141024,0.0,0.289664925505,True,True
rootedtree_268.txt,0.1278071874,0.06892288954,0.1127832223,0.0,0.010965083189999999,True,True
rootedtree_270.txt,0.1652401799,0.07222529156,0.105937706,0.0,0.008428103610000001,True,True
rootedtree_273.txt,0.1782079672,0.06992468498,0.1523884142,0.0,0.020615932304999997,True,True
rootedtree_274.txt,0.1251430098,0.07659269496,0.1147185691,0.0,0.009531468535,True,True
rootedtree_277.txt,0.14817665,0.07085007361,0.1118393543,0.0,0.010247320172500001,True,True
